,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
923,gp:AOqpTOE2jURbSM7Pbnx3LvkUYfAnPdZiYi3efMtNKnFlxXXBQrNOFAuTmqPLJ84q0Y5yXC63oE9wi7RRF7SsZA,John Watt,https://play-lh.googleusercontent.com/a/AATXAJwkh8A9njAXSCCeviTKOJ3XBYz64cldY0zIbjO_=mo,I am happy with my overall experience and have had no complaint's in the last 26 years,5,0,,2021-09-28 11:13:01,,
924,gp:AOqpTOEhTsCkAa9tAfIasvAcuRgqgK0Yyb9q2zteZf8NJnOW_n_1aem9sVYvCyXAxPgucVAu70hS76ann0Vt0w,Jim Harkins,https://play-lh.googleusercontent.com/a/AATXAJyGNoIV1vQXDDrEB1WHBDFIpN5NTx3a7g3PFkkH=mo,"Excellent, efficient and easy to use.",5,0,76.54,2021-09-28 11:11:55,,
925,gp:AOqpTOFKp-asEEYrrxy0QTifTq1CqCjNbsLLuhXG3v5dS3Stu5nb5hJHPL1MtgqR1OPOTQXhQo6M5PT5n5Mpxg,Dee Powell,https://play-lh.googleusercontent.com/a-/AOh14GjTOKAdGsFZnpdhL4HerjVd_46Hf2Xr1DIwR152,"Easy to use and convenient, helpful",5,0,65.03,2021-09-28 08:48:43,,
926,gp:AOqpTOHSiDChVfF3qihS_s2-Ekbo7aHXttLHh_F6yc2JC2Y0pZiTpfqqphPsLdo9DBjOEOQhAG4F2PAqrZ9IzQ,Rosemarie Brindley,https://play-lh.googleusercontent.com/a/AATXAJydA_v9gVUMoGXB67ELFrFLllNmNwf0TngG69E5=mo,Just so quick and easy,5,0,76.54,2021-09-27 23:17:51,,
927,gp:AOqpTOFBFcAq-Oo90GhTyyZUQ1AORGbkaPogQNtwLR5pr38LFvEQbDzvZSrEJR7BbepdPJDxBCPQJV0YmigKTg,Sam Sung,https://play-lh.googleusercontent.com/a-/AOh14Gi2CrQy1ICL3plbMcXZa_QZXk2M79iBF9xakH67,Still not working. .....,1,0,,2021-09-27 15:46:32,,
928,gp:AOqpTOH2JZ7PKfjRiU7UMW-wttitN6hYvoKYQatlxQQZTT4-4jfRspywlrR3HYYz0RVKyA3YSbTt6MSZ2ag-1A,Jay Jagpal,https://play-lh.googleusercontent.com/a-/AOh14Gg7ybQDoIVY2C5ukXmInbbu3d8g-gfP24tSAr8Y4w,"2017: Content insurance right in the app! Nice! 2021: I've used this pretty much daily for years. It's great. Fingerprint, easy transfers, quick views. It all just works! Thanks you to the Dev team for the hard work and diligence.",5,0,76.51,2021-09-27 10:35:55,Glad to hear you're using all the features in the app. Thanks for the review Jay.,2017-11-22 11:08:43
929,gp:AOqpTOFF5eqcpTYa2wnkoWgy8DJcfO1rp2c5v1E34sDm0sbtbPkHiqQQTsoe_w3xW2p5TPZ26lZSYOwo1roKNw,Martin Faulkner,https://play-lh.googleusercontent.com/a/AATXAJwTkqL0c4AREU1rfE1eqMVY2fEIq-hD5GFf7f6d=mo,Ok,4,0,76.54,2021-09-27 00:20:58,,
930,gp:AOqpTOH0MO75eujg2JKcr2Zff6xpEBDJ4NRQmZVZ2AHcW9Y7Jdi2VoTSbBBOrsW5Uv8ZwRCj3U0JiFolXgEtig,Christopher Mason,https://play-lh.googleusercontent.com/a-/AOh14GibU0qnkR_di2GYTBcnFM2-tXZY-gPircD8-l2A9A,Very good way to bank which keeps getting better. Thanks Bank of Scotland.,5,0,76.51,2021-09-26 17:33:54,,
931,gp:AOqpTOF5On-yL2rl7hN1VaIg6yw1JCPewdKeEeHGsM8OK-3xvn5c4GQozqWEuH0pLslJS5YTIEMTxDqtovGgMA,Alan Jolly,https://play-lh.googleusercontent.com/a/AATXAJxrZuHN2Wl4twf6K1rehWi8AQ4zQp57YKbtGfAC=mo,Easy to use,5,0,76.51,2021-09-25 12:12:16,,
932,gp:AOqpTOEKaF4GwnAVtvmSmXA4MloDRtYWw6pfBCSNEGb7SYunAvtH0DUj4WliAc3STTZ0TyHgpVwWckvg0miOyw,John Mcbride,https://play-lh.googleusercontent.com/a-/AOh14GiOBOm8Muc0IPtokfuG16eT6u2wuGmRgAZ0ldPc,Easy and very clear how to use makes life a lot easier with my finances,5,0,76.51,2021-09-25 11:07:33,,
933,gp:AOqpTOEMq8XNVQp4dLrFsj2MCfJ37vAwH0ROmfS56APt9ySInCnG0JVmB-axSGmneAaPlwWoZoYVsYMKYE9QVQ,Lynne MacRae,https://play-lh.googleusercontent.com/a/AATXAJzAHY2YR-yP9NA7RtAduGYxLtXROegPkIV09yAT=mo,"Does what I need it to, good features, reliable",5,0,76.54,2021-09-25 09:59:46,,
934,gp:AOqpTOFuCnA1akqirqTiE1GiA7ThUns4ChN9YELAP4ksUtoZ93QQIxrYBdTnkX-r7xPTD_IHtSMLEnnk4LN6hA,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Great app. Easy to use,5,0,76.51,2021-09-24 23:37:05,,
935,gp:AOqpTOGsRbCpMv7lhV2-4BSpWz6SJNZfmTWGSxVFPYPzlEc-zwW7vvR94hd-RN47DiqqhcfD7f64cY_ZYVaBQw,Michelle Pinkowski,https://play-lh.googleusercontent.com/a/AATXAJxBkPRpDKehoHZBhlavJ_ndmq2AL8GHHbHFyiNq=mo,Easy to use,5,0,76.51,2021-09-24 18:42:17,,
936,gp:AOqpTOFgarJ5UjHY9r87EhHj_j0HgQVTcG2BILVPEtZbZr4GlG1Wgr92uVVD-osGm4XOBkXslIMIDQHUyHljMQ,Robert McGurk,https://play-lh.googleusercontent.com/a/AATXAJxakZHNr7V1CFSuXOaKvZ_hN0jNVRkdKQhDNslv=mo,Good,5,0,73.03,2021-09-24 16:13:39,,
937,gp:AOqpTOE7ed0b4x-ncAfEiH6Sz0pj7bKA8c3iJiJdH6LSQx0Wzghd7ayaqlcNOx7Ao-Y2nhLzoylQeaFH6vGuLA,Graham Smith,https://play-lh.googleusercontent.com/a/AATXAJyaFbZPWrFM1gf_J35QqkGLQdiKa4v_OSrAreXo=mo,Easy to set up,4,0,76.51,2021-09-24 14:50:14,,
938,gp:AOqpTOG2bixGQ7M-buGqbVQRQfSTOMQgU2WqgHR4KOzs1YPQBXVH7rowrk8-yI8fa_94cou7cjBQ8vQLZl-o9Q,Angus Macdonald,https://play-lh.googleusercontent.com/a/AATXAJxwVq_i_6dgQGFHbgaovWWYJpPd7fOzT3ya79LA=mo,Best,5,0,76.51,2021-09-24 08:40:53,,
939,gp:AOqpTOHlS680sR_UaJDQi0sxwCa1x4r4tEYZoJcn_CkjASRN5S5LUwi9IAItE_0NuK3PqUCt9twmDw44Zaj4ig,Kenneth Campbell,https://play-lh.googleusercontent.com/a/AATXAJyCVxBTl2pWZC8O8LfI6NsFNkZQSthxd4fTXv6f=mo,Great and so user friendly,5,0,76.51,2021-09-24 07:44:21,,
940,gp:AOqpTOEhgr7nefN6E4Q1hYsQI1_tC7Aj9ZN1gwAezZ0xwN_i-DmjokFI4wnfqWRM_h18CzlZEZAeH1xBtyp5ig,Thomas Armstrong,https://play-lh.googleusercontent.com/a/AATXAJxZU0bwz0XGPXMxWvgnesURWnqqZpPOJa2AJHyn=mo,Everything I need at the touch of a screen.,5,0,76.51,2021-09-23 19:44:36,,
941,gp:AOqpTOGfo5DBgEYjjoFSndv62a8HSCqezNREtxrg_sDRFURaASAxYDh1RcxQxaGTcSzKmI0960G2a0oW4hK-cw,Paul Tanner,https://play-lh.googleusercontent.com/a-/AOh14GhAG8pzRnOnbrPXx8aS2TtgPPotC_FH6g_AsdHP5UE,It's pretty pain free. Nice and simple. No fluff unlike other banks,5,0,76.51,2021-09-23 17:19:14,,
942,gp:AOqpTOHaUWKVtLihzqjw2wGOOXkipWmlP_9V6XkKdWgZxXmQpUfoBxRsbW2n8_3JTLWxJGeSn-WoNf-r1o8VYw,Jean Morton,https://play-lh.googleusercontent.com/a/AATXAJxSME40EAfEfJ_pQTEH1v_XLpKGfUonoa1F1q0n=mo,Clear and convenient,5,0,,2021-09-23 16:59:21,,
943,gp:AOqpTOH-DWRZ3pl_nkjSDdaVi8y_-yUdt3DtVI4z6aBX69kSo8Uw1kYorOMuXlkcjy8QKjwiXqEEK98S_eofCw,Heather Urbanczyk,https://play-lh.googleusercontent.com/a-/AOh14GjEfGHUaVkzFg-RdukaCxZtbP3pIhYEYzm4wcMp,This app is so easy to use. Everything is really clear and easy to find.,5,0,76.52,2021-09-23 12:19:41,,
944,gp:AOqpTOEuxxCG9Q27msKMTG82qsrOuiYh9kOkVYrEsCOZ74mw_FRO2Tlg5PcA5pD7k4k4qQF0LkKVlnITjbwV2g,Hakuren,https://play-lh.googleusercontent.com/a-/AOh14GjJJJBdia1Ca4j4Fz2IVIXwOSVJ8ZlmJ2A3MigoZKM,"At long last an update that makes the app lean and smooth! Login and out, switiching from accounts, everything works more smoothly. Question is, why was it not like this at all to begin with?",4,9,76.51,2021-09-23 01:41:59,,
945,gp:AOqpTOHvl8GLz-MjFMLTUj8OXjtBpNsv7EmOUQ_neZiaGE6JBOpz2019cFRy-pkV_8YtETmnmw_t9tVkD-pwYg,Willie Aitken,https://play-lh.googleusercontent.com/a-/AOh14Ggm5t4Zd4PuZtJzx3U7xyOIGzOHU2Dmam_iOdQO_g,Mainly pleased with app and ability to pay direct to other UK accounts easily. Different story when trying to transfer cash to family overseas though. Even family that I have set up on online banking and transferred funds to previously from pc this app doesn't want to know. Always have to revert to using pc to arrange overseas transfer. Not always convenient hence only four stars.,4,10,76.51,2021-09-22 18:43:26,,
946,gp:AOqpTOEeUEtFNS3f4kP7kho8FaeJEIAoXWpHYYsEAjNONtC0m5DYlM_ICPLcz9r7O5H5XO36YKeralSwtL7HWA,June Williamson,https://play-lh.googleusercontent.com/a/AATXAJy0HwHBbKbM1OY5aiPNvPJ1coQeE7OwrhwDf9Z5=mo,Never any issues.,5,0,76.51,2021-09-22 15:48:21,,
947,gp:AOqpTOFGa47jqHkWjciOW0xALQhXuRGG2amQiBBMj8Fvg1zzevwPX-PEJK3TpsUp_0AiYFchrZlDNhkGscyKRg,Darren Webster,https://play-lh.googleusercontent.com/a/AATXAJwIIfxT2cokhUjh5OGLM008fEg8iuhdN5p1ZmHp=mo,Works as expected,5,0,76.51,2021-09-22 00:21:56,,
948,gp:AOqpTOG0bL9fh8uPd5C9gUFl_JjFUOglrnvYPHeCvGXJ6izfXnCJL2WI_ysuB71kXA3jNnNXJC1O17W4G6R6ig,Clarisha Lindsay,https://play-lh.googleusercontent.com/a-/AOh14Gi83bfAaO2v2cuTA7rjiDveFJTaUwFxavy8xp941g,"Been using this app for years, easy to navigate and use. But recently it's not letting me log in. I only have the one device - but it always asks me to put in the 4 digit code & then that's when it says ""you've exceeded the amount of devices..you can have registered"" and tells me to deregister? I have already been in contact about this and had it fixed by call, but it's becoming a daily problem now",4,0,58.04,2021-09-21 18:14:08,,
949,gp:AOqpTOFPCTWoaySnVlE2iy5NTzmkD2uU-CDoJvgd3YSvSIlHK1vaX1KQk3DlJ-_ZN_vdhaOh2ycTVFIIeA9M3Q,Wendy Knox,https://play-lh.googleusercontent.com/a/AATXAJxVm6d0r9YsJXa4-MuZRMekSTlMjvJ7GrDNw3D_BQ=mo,Easy App to use and can find a lot of info,5,0,76.51,2021-09-21 17:48:20,,
950,gp:AOqpTOG3qeSAhPUlwYz5CGnxaXRAbIuEaxTCyCtq8iAQO4s8uFaP6GFUlilb9w4fgKTBThopQZ_M1JhLrzHK1Q,Daniel Murphy,https://play-lh.googleusercontent.com/a-/AOh14GhjXizJS4I1Bt_aveH1fvFtl94wPck89l6mf3yk,It's useful for making payment bank to bank. Plus it saves you having to head to cash machine to check your balance,5,0,76.51,2021-09-21 17:38:50,,
951,gp:AOqpTOFw5-hVsIVjVJQICJzHtdvwZWWTGUoQxy5W31tI2lIguwPFLbH9ERPF1VFBTwlnr-sIZLQuK4HfXZrVJA,steve Jack,https://play-lh.googleusercontent.com/a-/AOh14GhEaRaVdAQOujRyW00Kf6PcR1Q054og5fWxbP-qGg,Very good,5,0,73.03,2021-09-21 17:29:49,,
952,gp:AOqpTOGfPGGgV2XguLA5Fzx8mlYqdayOWeauIBoFDfAa3fSRqd9_Ns6IDaiimGtO96ASx4Z7lVJT929_rRbjRQ,kellyanne mcpherson,https://play-lh.googleusercontent.com/a/AATXAJwjjL2nR7ku08RBKVwDZtn0RWGAo8qqNTCZnj3y=mo,Gd service,5,0,76.51,2021-09-21 16:55:28,,
953,gp:AOqpTOFD1r514Mp6uhQc6D-zu292pSAxLJVzsx1TeXaXN0DxJJUjD7s4fVcsMEJKaijQrjHtX0EWCQorZOGz8Q,Cooper Baxter,https://play-lh.googleusercontent.com/a/AATXAJwo3I0hoKdYSpDgOvymVgJbXzoaf8huq3E9UesU=mo,Taken too long to log on,2,0,,2021-09-21 12:12:27,,
954,gp:AOqpTOEP7HAz3ZnhyTEXxoWApk0FHm_yX5AclPMZW5FIM8tU5MypJMYk7P-5k846Y28CnKSdBKNe8J6Mcl_iSw,Kael Somerville,https://play-lh.googleusercontent.com/a-/AOh14GhRoNQp031MA4l-xuF_xTRDDWOxunr70InQurB4,Great app. Convenient and reliable.,5,0,76.51,2021-09-21 12:06:32,,
955,gp:AOqpTOFiZdofPc3crDTgsyIRk34KfI_c1Fce6Uz9MDMwGIG61nLq94LaBkmRq-U7-2uC51CXDPByUJPRRktwNg,Andrew Walker,https://play-lh.googleusercontent.com/a/AATXAJwyndI375x24hwAwBt41KBaX_AUNekyRN-8T9LV=mo,"Used this app since it was launched, would be lost without it.",4,0,76.51,2021-09-21 10:17:56,,
956,gp:AOqpTOG2g3jHolvMj8vJ-rUFRHRNTTfW0Qt9NQBxZU3SZRh4-58yFk2KG6x1SAcwOT_-j11fwUebRAg7KpsZ7w,IAN STEWART,https://play-lh.googleusercontent.com/a/AATXAJynAd8j1VNxsyy-a3UZV0BX5_EuzGOc_DZmyr53=mo,Good,4,0,76.51,2021-09-21 08:39:43,,
957,gp:AOqpTOHhHd7wHkfd-0y9VwILZZiVSmxhiEYiLhiXs5knlnHB_YkFq-MIs4XiIUBuxMm_z-80TXIXW3440VuzAg,Dave White,https://play-lh.googleusercontent.com/a/AATXAJzpEtAKzhMzdmbjHdYNL0SQkqvh7ytoCuGEFdGD=mo,Simple straightforward transaction,5,0,76.51,2021-09-21 07:55:42,,
958,gp:AOqpTOHMkXg6sRIgkeKdG7_vkp_L2YWWz0qwE5g9_a10HhVWMTPeOnasSpjA-hfbgMOAit2IuNtZVwSVuO0ZwA,Glynn Putnin,https://play-lh.googleusercontent.com/a/AATXAJzpyGP3kvrTWS9TKloMiVDA4gurfeaeclW4glv9=mo,"One of the easiest and intuitive banking apps that I have used. Well done, you've got it right.",5,0,76.51,2021-09-21 01:37:39,,
959,gp:AOqpTOHi1Pq1vPSH_WzV-yYmaplQ6oGagXif1pOFFqx1IgPJrw0lJ0WEOwfMZbQ-Jy9EFFhrdgQWh9SR1EoLzw,Scott Bates,https://play-lh.googleusercontent.com/a-/AOh14GiR6185dCORPvl1rsWPSQUwnrDhFL0nc7mzwm8W5Q,Quick easy and secure,5,0,76.51,2021-09-20 17:04:02,,
960,gp:AOqpTOEugq-xWjQQKwDGEmzBlkz-xzSU_tS7vS8e6xDbCtVJ1ZjiDT0G3yBawL_Qzazox8QEzGjsXHEhxWZqGA,Thomas Cullen,https://play-lh.googleusercontent.com/a/AATXAJwpjaER3cPo-csYhXiTs5Cf0t4K9p8r51xgifp8=mo,Easy to understand and use even for a non techy like me,5,0,76.51,2021-09-20 14:29:06,,
961,gp:AOqpTOEPw2_BHdoPbcMEwoaeL8jnxsZLD5D6AXW7uSpKqQX57Gs3vh4kCPM2gkVo9wxHZXj7Qnzfw_9ucsxFxg,Wilma Brown,https://play-lh.googleusercontent.com/a-/AOh14GjwKY30cmvVp8PG-ibHKPs6bou3hXX_MBF5aO3L,First time using this excellent.,5,0,76.51,2021-09-20 13:44:24,,
962,gp:AOqpTOGZsOi99U06ehKSlKxn8jibCdPittHgFQIRzZhebw2CGbcUKSEjy-cWBnfuYIi67BWmgLJg27cUbJq-_A,Michelle C,https://play-lh.googleusercontent.com/a/AATXAJzaAWHhOabJLUx_oezxWAayWsoRtrsn15BW60nW=mo,"Very easy and has everything you need all on 1 app , excellent",5,0,73.03,2021-09-20 11:31:57,,
963,gp:AOqpTOEVqKiNfjr-PEntx4FdHAOSN5pwV98G20YDJ6S9d-KUm_-1_3VAO3wVUDrsropE8ZYEvkqOKLit1KdjJQ,Stephen Ogbodo,https://play-lh.googleusercontent.com/a-/AOh14Gi0FAt61AooPYolzUQB4fj7fH8KXtDLar1OJ0lwUw,"Easy to use, secure and responsive. No complaints here.",5,0,76.51,2021-09-20 00:00:09,,
964,gp:AOqpTOHZcc95Vbt59YCdExgwtElPiuntRQ-8afSk_592cj8xjEV7aRy7bMPeP7nWo7qqZ-VOEWKVSeredCUVBw,Gillian Hume,https://play-lh.googleusercontent.com/a/AATXAJzU6iKbHpW6n4aSNJN4tzN5w7uoNRaswi7hm0H1=mo,Find it very useful as many banks not open usual hours.,5,0,76.51,2021-09-19 16:08:54,,
965,gp:AOqpTOH2p8j-2BnrzO_3yEO6n8cAOoWySo5-xnE2rCGyjU5MssN9HfvWfjiBlG9nriryjCWiLb5v3JTXdlHFUQ,paul garty,https://play-lh.googleusercontent.com/a-/AOh14GicPSynTfIPaqiF3iLjlGKTWA0E4ZiDLG2-57Oetw,Great app,5,0,76.51,2021-09-19 13:07:35,,
966,gp:AOqpTOGdzoFEQ3MwK5T1opbuhA5NNAImBnMUO0R6FeOIwsd0LvKblDkmlWlS4FgZ-8uT11p6h58J_3ayj4qJuA,John Kerr,https://play-lh.googleusercontent.com/a/AATXAJxGszmRPCk0z0L54MN_bujJo_a3SU05lVJYxZmn=mo,Very good,5,0,76.51,2021-09-19 12:07:06,,
967,gp:AOqpTOHGsn3Y6yTcFkMiL6jGngnzHf-thLykdcojfOTZpwPNZ42Klak7YWwgHnz-8stt74-C0B9jwRF7Q1speQ,Shane0472 Carr,https://play-lh.googleusercontent.com/a/AATXAJxr78s4fYfiOTijKjEo1v783KBaYIaIJcLlpII8=mo,Easy and understanding to use caters for all my needs,5,0,76.51,2021-09-19 07:38:55,,
968,gp:AOqpTOGmb6ZSrS1jrCzTVNNa4c3BHdahPZrIhpuywXYFwyLSQayRPKMKQYA8aySrrpTgCd69r1FJWTgvRyGzPA,James Elliott,https://play-lh.googleusercontent.com/a/AATXAJwQ3N0chPPdZD6nohbV3ULyFHT_3zrSGrFgrbr2=mo,Excellent,5,0,76.51,2021-09-19 06:45:25,,
969,gp:AOqpTOFIka_22xg_duBuwvkN9L1unEybBTLDCNMyDX-rMC_Q1pP_CZwX9Xxg6tBLIGtVD8QoI50Ug3_IUc3qfw,Sandra McDonald,https://play-lh.googleusercontent.com/a/AATXAJxWV4Rf1-qoJlTOlcbN4MTMiu_BEsM1hrv9GEPF=mo,Transferring between accounts and paying bills is so easy. Keeping track of your money is a doddle.,5,0,76.51,2021-09-18 22:57:26,,
970,gp:AOqpTOF2vr3-O8xK_BOMtPliDnkgxXwMRQlU9dgxo0tzRMfAmNcyqesy5vjBS4rIvzwECja31wlioEw0H0AqTQ,Funmilola Adeleye,https://play-lh.googleusercontent.com/a-/AOh14GgPPpeySs8p7H3pAGyJV3lStw-FHD17Yby8OcIQ6Q,I don't know why the app keeps asking me to register afresh recently.,3,0,76.51,2021-09-18 16:34:12,,
971,gp:AOqpTOEPOqP29raUKsVCmvtyBxyNZswpIJISXee4UvvREpeZicVepl1ySA0mh4m4EqGjWs74tpe-uTcCZ74bEg,David Sneddon,https://play-lh.googleusercontent.com/a/AATXAJyT8bn2fGGfSXtsRETiGqxjJ2ThX61fhN4Cu-mW=mo,Really good to use and as someone of a older age group that is very good,5,0,76.51,2021-09-18 14:29:33,,
972,gp:AOqpTOGpkI4afPTkma6ZZ9X-RQOxcqAGD6DCJVVuF6awGqDoB3_Y-vHr5wJ_zIjNoNWxbJ3sROV3LJfGlEVSQg,John Carruthers,https://play-lh.googleusercontent.com/a/AATXAJy0gmE9TOj-fo1wHHYMo8eq8jIqpyQujag3IuEO=mo,Very easy to use and keep track of your money,5,0,76.51,2021-09-18 11:49:12,,
973,gp:AOqpTOHYfsK7rsWbLpn-hQObatrbGAzSdRchA01KmsKzbFadqx1nmHnh7u63oN4T6K51izrMYonBY_XGRDvg7w,Lynn Hilliard,https://play-lh.googleusercontent.com/a/AATXAJwgojMIVVn407NhyXRklMJUvY2hmaclLDjme2-w=mo,So convenient for all your banking needs,5,0,76.51,2021-09-17 16:45:42,,
974,gp:AOqpTOFGLl9OPJozm2yjcEe1nXjzJ7zrLbnxDl346jRNGGhmeL-95xaytpT5gy-yg4qBEvMOjTH6b5dyhZXANQ,Paul michael Doherty,https://play-lh.googleusercontent.com/a/AATXAJxPrVUBGHWQQzoRdjA8LTID8YYQ9EFT5ISJK5_I=mo,"Great app , very handy to have.",4,0,76.51,2021-09-17 14:48:43,,
975,gp:AOqpTOHf6zaqJzKnrVVqecZfRks2x0gBg4xCLNHp5vHbMRfSXdd6gCPgLIxoODfepmrTdX34XMXnBYTJk4eHcw,mark ushie,https://play-lh.googleusercontent.com/a/AATXAJymTNBTwDTchnaMmh5bfJXWLqaWXBCKcGVIXDmhgQ=mo,"This app is really challenging. For the past 24 hours, I haven't been able to access my account. My Internet banking did not opened either. I am really disappointed with this app. I am thinking of leaving the bank because it's stressful and emotionally draining. 24/03/21 I am just having access to my account and because I can't transfer from my saving to my debit, I had to keep using my debit card. This has resulted me to using the overdraft and I discovered i was charge for this. not fair",2,38,76.51,2021-09-17 14:41:37,"Hi there, sorry to hear the App isn't working. We're aware that some Android users are currently having issues using the App. While we look into this further, could you please try updating the webview app and chrome on your device before using the App. Please let us know if the issue persists. Thank you!",2021-03-24 16:02:38
976,gp:AOqpTOGk_9a__eGGeyqvGFgEffTRtdm1oqAPwMbJU0BafUnTqj9WO6ziP0odsoGxEKPWV4-Gn0YPraUgThjorw,Colin Mackay,https://play-lh.googleusercontent.com/a/AATXAJwxwfs-nOGoUtvlicJ3dGBMubcuVSlp3O-U2MzS=mo,Reasonable!,4,0,73.03,2021-09-17 12:33:15,,
977,gp:AOqpTOFse9H2pkWdCUbqh8O3Xf76kltfy-yqwYz5bZWWI9e6H4A5VhBtJFeQJws3xBGhXX4EOowEZu1z1tKWWg,alastair tait,https://play-lh.googleusercontent.com/a/AATXAJzxpfLEo4_hOv5PkwmXI-t0bwQWB8FPDLnydH0K=mo,very easy to use everything is very clear,5,0,76.51,2021-09-17 11:44:31,,
978,gp:AOqpTOHUUWfwpuyT13di0W7qze72iTUqEyunz88N8nK5zDs2YEtc_waVF3CEuU0Ua4baXZEHToXhAWNiXSfyDg,Margaret Moyle,https://play-lh.googleusercontent.com/a/AATXAJzUI9dKnbH34jp-ZFHTzYFNUMnJ8NLg_WabpIyd=mo,Easy to use. Great facility. Can access current info re balances and accounts. Keeps me financially on track.,5,1,76.51,2021-09-17 09:25:23,,
979,gp:AOqpTOHC3xy8yTbeqUGjj6eGhSlHQJD8wCt6UKkoxQVErnjsW-DdFUGMCtwj8LRkfCXqbHzx3s3QJgYGx3loUA,Nathan Young,https://play-lh.googleusercontent.com/a-/AOh14Gi4OhXs87CxVVKBsKSgRCG1x66cF7hfszyOGFNl3Q,Really easy to use,5,0,76.51,2021-09-16 22:02:57,,
980,gp:AOqpTOHWJh3EMg_Fq_nYUxAsvHnPtU4_vUv8jvDoMBttwH7uUur3x1tcz3GUGrlLlE1cn1alCGAJ-hV0ngSJvQ,Grace Campbell,https://play-lh.googleusercontent.com/a/AATXAJynhCGBzUUIFeCk4SR9WHdui3paW2KhLvNldWjf=mo,So simple to use,5,0,76.51,2021-09-16 18:33:56,,
981,gp:AOqpTOH00gP87kATdfc05kpMAFxrZYoa_Ys35w9eDOcJ15ioWipeJQg2vLTAnCtMy8MHFyeEQ_ofG7NuOcBwKA,john smith,https://play-lh.googleusercontent.com/a/AATXAJwTQ4u_Q5ZSABiMH18yf_BZazUMFRkARyO8bfPn=mo,"First class, always fast and easy to use",5,0,76.51,2021-09-16 13:28:58,,
982,gp:AOqpTOE1YincA9phzIWWyKqOiZIisko5GA94TPLgCfdVowVbCWpF-MHr8yP_VXqSEDwBwLoVjR6cMoeSeOgJGw,leslie gow,https://play-lh.googleusercontent.com/a/AATXAJzI9G0vBSs_pAG7jP9dgw410cRB0WkSJKT1rA6V=mo,"Easy, clear and no bother to transfer,",5,0,76.51,2021-09-16 12:21:02,,
983,gp:AOqpTOFc6-BzsUt5Sw34WxYalhOnEJM2sri7W5f-9HD4QtrgsnIgz_fdKdBFUtHWGXT1vYMZh3xMddwsCZWbsA,Iain David Munro,https://play-lh.googleusercontent.com/a/AATXAJxrYKud23wO1_5xTBIkRr2IX4xJLvWId6zCvWV5=mo,Fab,5,0,76.51,2021-09-16 11:06:40,,
984,gp:AOqpTOEN2Ero1xUA7hbK8-5P-rq_4PdD6ctABg2tcPPigkE648owWQQbKwIVvVbL9DnSrLzHPxC3KKVosvQcUg,Alison Hunter,https://play-lh.googleusercontent.com/a/AATXAJzNA7m4NLtiDbkozfjDjHAFQE4iswlVCZB0Pe12=mo,"Very good experience with app, though have never used any other. Remembering pass codes and words is a challenge. Would there be a way of recognising a customer when authenticating device so there would be no need to redo passwords, also if you drop out and return you could return to the screen without the rigmarole of security??",5,0,,2021-09-16 09:58:15,,
985,gp:AOqpTOEsZX6MStODTFGVfxfRyaWyvtaTb7SxCvKkqtCZYkQwftRaAa1KFefRgECO1QuSxHUoai1mT_VNxEf-hw,Gaby Hipkin,https://play-lh.googleusercontent.com/a/AATXAJx1xaLP25FEGliHeGMqlBQE_b_hbsMm-dXZn_h9=mo,Easy to use once set up . I like the finger print option .,5,0,76.51,2021-09-16 09:21:52,,
986,gp:AOqpTOGLQcj7Ctr-Wyscv0D4cEYGjAjJnCRDE_kI28XphCFOhDlcUpsO5Q8HFA3MyK9T4cr6g8-W4WCo8O45nQ,Timothy Thackray,https://play-lh.googleusercontent.com/a/AATXAJyR7t_ZtcvTC_RYLLuxSnkUIEiNUI1e-x3w7zw7=mo,Very easy to use.,5,0,76.51,2021-09-16 08:13:10,,
987,gp:AOqpTOGSBmXPK8yg9yINWplbCAIzEnTFZ88MDgCfvt5o8TxmsCi2IwwOkdYWivzZD4ImZPLterwwr2LAQJfRdw,Christopher Irwin,https://play-lh.googleusercontent.com/a/AATXAJxkWDXiUhE23MQuGCyT0mgZjdS0kbzcqaJj3Mav=mo,Easy to use,4,0,76.51,2021-09-16 06:08:34,,
988,gp:AOqpTOHZ6eDL5tALvA4yuxuP2w7HYlUQky8PhWDGPgmyeu12NX_tJQU62EJRaBP19YPz86Zvvq7xD4zRtababQ,George Edgar,https://play-lh.googleusercontent.com/a-/AOh14GijaxlskfdHSyyrK_23lrln6faKals5fvfBvtEp,Can't log on,1,0,76.51,2021-09-16 01:48:04,,
989,gp:AOqpTOEqYqSiwZK4WA9CmJyeMu576jfpKr1WnJKmMH90m6-J06kT1G4xiK9UePvV5awBqbG5oGjPFyW_kpfI3w,Christine Stevenson,https://play-lh.googleusercontent.com/a/AATXAJxJkG7iG2pblcS-4TAS_iYrqjg0GbqCKAzQXNeG=mo,Really easy to use. Great to be able to pay cheques in.,5,0,76.51,2021-09-16 00:44:54,,
