,review,userName,title,date,developerResponse,isEdited,rating
77,"What an excellent bank to have accounts with.  During the last few months I have had dealings with another UK based bank and an international bank based in Hong Kong.  The Bank of Scotland is so much better with easy to use processes, systems that actually work and knowledgeable, friendly and helpful staff.",deekdapl,Thank goodness for the Bank of Scotland.,2019-11-05 20:08:16,,False,5
78,"I have used this app for years and in the early days it worked seamlessly however as more and more functionality has been added, more and more glitches have occurred. 

To be fair the developers usually get onto it fairly quickly so I never feel I have to comment, but this most recent update is poor. 

It is no longer allowing me to see all my accounts so when I scroll down it has an auto return to the top of the page. I therefore have no idea of the activity on two major accounts. 

I have tried to raise it through BOS but nothing back at all so perhaps one of the developers may read this and realise there is a problem that needs resolving.",ROGordon,Update failure,2020-06-01 12:04:25,,False,3
79,"I have used an online app for banking for years with little or no problems. Along comes this new App and nothing works. Technology. Load of absolute nonsense, its OK for todays kids, but us fossils, we don’t have a clue. So here I am unable to access my bank account and do not have a clue what to do....Absolute nonsense!!! Modern world, you can keep it!!!",Matelot1968,Load of nonsense,2019-08-26 09:25:24,,False,5
80,"I love the app. I don’t need to worry about logging into my computer, can check my finances quickly before going into a shop. I’m right on top of my spending and it’s so reassuring to know that information is always to hand. Quick log in with finger print reader so no worrying about passwords either!",Traveller6789,So easy to use!,2018-08-10 07:14:12,"{'id': 5038286, 'body': ""Hi, thanks for leaving us a review. We're glad to hear you like the app. Simon."", 'modified': '2018-09-13T16:04:10Z'}",False,5
81,Most of the time it works. However I have had difficulties with it freezing or not being able to access it. So always make sure you have the phone to hand or ready to go to a branch for assistance.,west coast sea,Fairly reliable,2020-02-20 10:49:35,,False,5
82,Find this new edition of BOS online banking better than last one as you can keep on top of what’s happening in your various accounts. It’s easy to switch money between accounts and also lets you know when direct debits etc are due to leave accounts,Floraisla,Online banking,2019-10-13 00:58:49,,False,5
83,"I love this app. It’s easy to navigate, there are plenty of options to carry out transactions easily and safely. I find it very secure and simple to access for me. It’s quick and I can see pending transactions, balances, available balances, make transfers with ease. Overall, it’s a 5 star banking app. Don’t go changing.",margo moneypenny,Bank of Scotland Mobile App,2018-08-13 08:52:17,"{'id': 5038257, 'body': ""Hi, thanks for leaving us a review. We're glad to hear you like the app. Simon."", 'modified': '2018-09-13T16:00:06Z'}",False,5
84,"Now I have been isolated for 6 due to my age I have two brilliant neighbours, Jennifer and Elenanorr I can’t get to the bank so getting cash is out of the question. Eureka online baking, l now have their bank details I can pay them the minute they bring me my shopping. The same with my gardener thanks BOS",Lemmysan,Isolation,2020-04-30 10:15:35,,False,5
85,"Love being able to make instant payments from our account,  at any time of day, from literally any location. 
Keeping track of transactions is also so much easier with online banking services. 
Staff are always helpful and pleasant if there’s a need to contact them.",PippiLongSox,Pure convenience,2020-01-05 09:25:31,,False,5
86,"Works perfectly and navigation much improved over versions. Ten times easier than the website and so simple to work over multiple platforms. If you've multiple bank cards too... so simple to overview.
Touch ID allows for easy access and no picky numbers.",Rysod,"Slick, simple and sexy",2017-09-17 18:37:55,,False,5
87,I find BOS app simple and straight forward to use. I am in awe that I only recently in the last couple of years taken to on line banking - if I knew how easy it was would have done it years ago. Do miss chatting to tellers in BOS as they are all wonderful .,Scullomie,Simple and straight forward,2021-02-26 20:20:56,,False,5
88,"I do find it inconvenient to have separating ad boxes in separating my bank accounts.

I understand why you need them, but could there be an option to reorganise your own screen, so I can bundle my accounts together and move the ad boxes to the bottom",Edjit121,Removal of ad boxes,2020-07-19 09:07:14,,False,5
89,"Having recently changed to the new Bank of Scotland app, I find it so much easier, faster and user friendly. I was initially reluctant to change to the app but very glad I did, and now my wife has her own app, which she also finds easier to navigate than the website.",Borderer1950,Personal Banking,2019-08-03 09:17:32,,False,5
90,"The new app / features are quick and simple however just one issue to improve on is when amending SO and any time something changes you are asked for you pw over and over once should be enough or  zero times would be better
But overall very good

Cheers 
Alasdair",Amac1314,A lot better,2018-06-18 13:03:49,,False,5
91,"This app has changed my life. Banking is so convenient and easy now. The fingerprint ID can take a little while but once through that gatekeeper, the functions look great and are super easy to use. As soon as I remember I have somebody to pay I can just whip out my phone and send them money. It is so easy.",Jamesy Cottar,Amazing,2018-05-17 22:08:44,,False,5
92,"Dreadful compared with excellent previous version. Big adverts between small type of accounts, no longer able to ‘cast eye’ to do quick check. Investment account gone, phoned but told may come in 10 days if not call again!  I recommended last version, would avoid this one, about to request return to paper statements.",Fuartholl,Downgrade,2019-08-24 04:50:35,,False,4
93,"I am almost a pensioner, I don’t like too much technology, but this way of banking has been an amazingly easy to follow way to work, I can check back payments and every penny I have in and out over the last year without any difficulties.",Degnan1T,Ease of use.,2021-03-25 10:41:39,,False,5
94,Generally it’s fine there is the odd time it doesn’t let me view certain things but that usually is rectified if I sign out then back in again. Like getting the notifications when a payment is made.,Mrs Yogi Bear,Use of App,2020-10-05 19:30:10,,False,5
95,Can’t believe how easy it is to use the bank off Scotland app wish I had got the app years ago now that I have he app I can keep track off my bank account every time I need to it’s so quick to use and can tell me what’s going in and out my bank account it’s brilliant,yodie16,Bank off Scotland app,2019-09-16 14:03:04,,False,5
96,"Generally good, but there’s a strange issue when transferring money that it will reverse the order of the first two numbers you type eg you aim to write £17 and it reorders to £71. Fortunately not sent the wrong sum of money yet but it is pretty annoying having to watch out for that. Had hoped it would be ironed out in the latest update but sadly wasn’t.",LBS01,Good app strange hiccup,2020-05-29 07:35:38,,False,4
97,I have to go to download app then open app then log in every time I do banking instead of just logging on the desk top which I can no longer access without changing my passwords ... not happy about you controlling my choices like this .this nickname nonsense is just as bad,alexis 1952,Don’t like it’s layout or how it’s accessed,2019-09-10 21:48:26,,False,5
98,"Sorry, but I liked the iPad BoS app. The mobile one doesn’t show me the details of each transaction such as the reference which is what I have my customers enter so I know who it’s from as that’s not always apparent with the initial info.

I’m back to the web browser.

In saying that, I’m having no actual trouble with the app working. Just disappointed that a key feature I rely on is not there in this app.  The previous dedicated iPad app was far better.",Peteymcpete,Why Remove the Old One?,2019-06-09 15:15:07,,False,2
99,"Internet banking with Bank of Scotland is really easy, and managing things like Direct Debits is a breeze. One minor criticism is that ‘logging off’ requires a bit of navigation, but once you know where to find the button it’s straightforward.",mcjdbfue che c,User-friendly,2021-03-11 17:41:29,,False,5
100,I find this so easy to use which allows me to make easy and quick payments of bills when required with a fail safe security check system which is easy to navigate making bill payments both quicker and secure.,Jimmy P Scotland,Bank of Scotland App,2019-10-10 12:15:20,,False,5
101,"It’s so easy to keep up to date with your money. I love being able to check my balance, pay bills and move money around my accounts. No more bank charges for me. Also making me a better manager of my money and allowing me to be a more savvy spender.",Kmebdon,Changed my life,2018-09-03 11:10:13,"{'id': 5038190, 'body': ""Hi, thanks for leaving us a review. We're glad to hear you like the app. Simon."", 'modified': '2018-09-13T15:55:04Z'}",False,5
102,Really handy for someone who's needing to check how much money they have in their account(s) and for managing their account too. Great for students or for people who live out in the countryside. Deeply recommend getting it or looking into getting it to students or anybody in fact.,VickiSmithie4400,Absolutely Handy and Easy to Use,2017-10-13 12:57:54,,False,5
103,"Great app. I manage 2 accounts and am able to go to cash point, see no funds, use the app to transfer money and the use the cash point. 
Had to laugh at Nat West advert showing app they have, which BoS has had for years. Only one is is it does not show account number and sort on one of my loan payments and had to ring to get that.",Twig wonder kid,On line banking,2018-01-24 15:57:55,,False,4
104,"I am very happy with the staff and the service that they provide, they are friendly and helpful also it doesn’t matter what the problem is they always take the care and time to solve it so I’m very happy with the service keep up the good work",Heatherbells11@,Mrs Ann Marsland,2021-06-18 00:10:26,,False,5
105,"I love this bank always very helpful. The staff are great at our own bank but sadly many of the old faces have disappeared and because of technology I do not visit the bank as much on a personal and business note, is there going to be a bank in the future?","@@@@@@@""""""""""@@@@@@@@@@@",My bank,2019-06-15 04:58:31,,False,5
106,The new way that balance is shown is awful . Especially if you want a quick look e.g. In a shop to make sure your balance has enough to pay for goods . Having to work out your available balance on the hop is just awful . Old way was better,Jackie936,New lay out,2019-12-20 19:53:52,,False,5
107,Unsuccessful attempts x 8 at various times over last 2 days to change a standing order - “ technical issues”  Very frustrating as I have now a default / late payment of a standing order as despite repeated logging in unable to proceed further!,very very dusgruntled,App not working,2019-10-13 22:13:09,,False,5
108,"I was not sure about banking online, but having signed up I find it so very convenient and easy. I have not had to visit my branch for some time, but know it’s there if I need it . Transferring money is amazing , quick and simple . Security was a concern , but I have to date every confidence !",GeoC03,Online banking,2018-08-14 18:07:28,"{'id': 5038251, 'body': ""Hi, thanks for leaving us a review. We're glad to hear you like the app. Simon."", 'modified': '2018-09-13T15:59:37Z'}",False,5
109,"Of all the apps I use for any purpose, the bank of Scotland has one of the most professionally and thoughtfully designed user interfaces.  Someone with a strong mind for the client and common sense simplicity was involved in the design of this website.",Yikster1,User friendly.,2020-11-16 09:47:55,,False,5
110,"This is a good app overall. My biggest complaint is the fact that at start up I am met with the “Authenticating Device” log in screen. It is one on the slowest start-up screens in the few banking apps I have used. Once loaded, the app is great - if the authentication screen could be sped up then I would give this app 4stars, possibly edging towards 5stars (once iPhone X resolution is supported of course!).",craig89uk :),Slow device authentication,2018-02-20 00:03:58,"{'id': 2692035, 'body': 'Hi, thanks for the feedback. We’re working hard to optimise the app for larger screened phones. We’re hoping to enable this feature over the next couple of months. Thanks again, Anthony.', 'modified': '2018-02-27T11:53:02Z'}",False,3
111,Bank of Scotland is very good bank. Very good customer service and offers. I had account with Bank of Scotland for last 7 years and never had any problems and they make banking easier. Very happy with service . Would recommend to everyone.,jeet bhinder,Very good bank,2019-11-19 10:10:05,,False,5
112,Perfect app but it could do with a better update for when using Apple Pay to shows pending payment as soon as payment has been took using apply pay,nope i dont think so,Perfect app but it could do with a better update when using apply pay,2018-06-10 10:24:28,,False,5
113,"Really like this app but since a few weeks it instantly crash after a couple of seconds during the opening.
I waited two updates so far but still the same problem...
Will change my rating after its fixed.",Sethart,Keeps crashing after two app updates,2019-03-23 08:37:44,,False,4
114,"For as long as I can remember, this app has been pretty much faultless. It makes internet banking super easy. In my experience, much better than the Barclay’s app. I think they now just need to invest more money on their in-branch stores to keep up with everyone else!",ItsBarclay,Genuinely One Of The Most Reliable Apps I Use,2018-04-20 18:30:17,"{'id': 3270743, 'body': 'Thanks for the feedback!', 'modified': '2018-04-26T13:04:57Z'}",False,5
115,"Bank of Scotland app is amongst best finance banking apps I have used, great interface, easy to navigate, with everything I need in one place. My money and transactions has never been more safer..I’m rating them 5 star without even thinking twice.",Me Believe,Great banking app,2021-10-23 12:38:38,,False,5
116,"All’s well with me when online banking, no problems so far I enjoy being in charge and being able to check my bank statements with out paper statements getting cluttered up on my watch. Lol",johnboya1,Online Banking Going Well.,2021-01-21 11:20:24,,False,5
117,So easy to use once it is set up and ready to go. Allows finger print access for protection . You can view all you accounts and credit cards and make payments simply.,Gersfan59,Great App which makes banking easy,2020-05-12 16:21:26,,False,5
118,Very responsive. Continual development. One of a very small group of outstanding apps for accessibility and usability. Voiceover on the app a joy to use. Is my go to place for banking with seamless link to customer service should you need it. Other financial institutions should use this as a benchmark. Well done!,Styler1966,Excellent! Well done team BOS,2018-09-07 09:40:55,,False,5
119,"The app works completely fine but once you’ve used apps by so-called “digital banks” such as Revolut and Monzo, you really feel how lacking the traditional bank’s apps are. No ability to freeze a lost card or categorise payments or anything like that.",bumtoots,Lagging behind other banking apps,2018-03-18 11:51:48,"{'id': 2904593, 'body': ""Thanks for the feedback, I'll be sure to pass on your comments to our teams."", 'modified': '2018-03-22T21:06:09Z'}",False,5
120,"Great app, does just switch off at times. Sometimes it does not allow me to pay my credit card from my other accounts then I end up paying from my current account and the payments are usually pending a while",24kelsbels,Great app,2017-07-21 12:38:45,,False,5
121,"The application is well designed, the layout makes it very easy to use and has a full spectrum of functions that anyone with the need for regular access to their accounts, can use.",Sid-on-ee,Very User-Friendly.,2020-12-20 22:37:54,,False,5
122,Since upgrading to IOS 13 and the iPhone 11pro the app seems to be temperamental. Constantly advising there are technical difficulties. Needing to continuously remove and reactivate for it to work once before failing again. Has this been tested to work on the new update and phone?,888tttttt8888,IOS 13/iPhone 11 pro,2019-09-23 21:44:26,,False,5
123,"The app always crashes after midnight, or if you sign out then try to sign in again. It says they’re having technical issues and try again later. Luckily I have another phone which I can use, or would have to turn the iPhone off and on again to get it to work. 
Disappointing app for an expensive phone, I’ve tried uninstalling and reinstalling as told by the bank. Time the app developers sorted!","C./S,M",Bank of Scotland app iPhone 11,2020-05-14 00:55:49,,False,1
124,"We use the HBOS app on my iPad mini to do all of our banking.
An easy, straightforward way to make payments, transfer money and much, much more. All enabled securely by identifying the iPod being used plus a touch of my thumb.",Dunchan,Never go near our bank!,2020-10-28 14:14:57,,False,5
125,This app is generally quite good. The reason why I’m not giving it a higher rating is that there is no optimisation for phones with bigger screens. I have an iPhone 7 Plus and on my phone this app looks very outdated. I have bank accounts with 2 other UK banks and both of their apps have optimisation for my iPhone 7 Plus. I’d really love it if BOS actually read this review and did something about it.,nurrturn,Good Overall,2018-02-09 04:33:15,"{'id': 2563124, 'body': 'Thanks for the feedback, this is something we are currently working on and hoping to release in the next few months. Apologies for any inconvenience. Anthony.', 'modified': '2018-02-12T15:02:46Z'}",False,3
126,"I have always had terrific service with the Bank of Scotland and this app is so simple yet safe to use ... Been with them for a very long time and never had any problems 
Thank you",lesleyrose888,Bank of Scotland is the best great app easy to use,2020-04-15 11:27:27,,False,5
127,"After many years I can’t see much improvement 
Notifications coming days after the transaction 
Interface looks ancient plus annoying add ons, this is a bank app not game app so should be more slick and professional, need work",nikolayberrysmith,Still Poor,2019-10-23 07:48:12,,False,5
128,"Having used the app now a couple of years, since moving to BoS I’ve been really pleased with how easy things are to use- having initially saying I would never use it, to not wanting to revert to queuing in the bank or even logging on via laptop.",R99999w,Simple and efficient,2020-03-23 01:00:45,,False,4
129,"The new balance layout is a total downgrade from the previous very easy to use version. It used to be really easy to see how much I had left, now I have to calculate it myself, why are we going backwards in 2019? These changes don’t help customers in any way, but I bet it makes it easier for people to overspend so the bank can charge them for it. 

Either the people designing this app are completely clueless or really devious, neither is a good look and doesn’t inspire trust in Bank of Scotland. 👎",Skullet4000,Downgrade,2019-12-15 16:45:33,,False,1
130,"I have recently started using this service after years of recommendations from family and friends. I wish I had years ago, life is so much easier now when it comes organising almost everything.",Bob.Mawbag,Online Banking,2019-02-19 12:45:54,,False,5
131,This is a great app - highly recommended. The only hiccup I have had with it - and hence not 5 stars - is that the cheque payment facility does not work if a cheque is made payable to a name other than your first name and surname. Never had a problem of this sort when paying in cheques at bank branches!,Victa Delta,Excellent app,2019-01-23 15:11:53,,False,5
132,"Easy to use and seems more reliable than some other banking apps I have used. 

Just needs a secure chat box to sort problems without having to phone up.",EasyGoingPat,Reliable and Easy,2021-06-22 05:20:53,,False,5
133,"Brilliant service, a big help, especially during this difficult period that everyone has experienced over the last year. 10/10",K1Paterson,Service,2021-04-15 23:40:08,,False,5
134,Great app very very fast has great features like freeze card replace card etc better than the RBS . Only problem if you change phones or numbers I find it hard to get set back up but that’s good if it’s security,nottybhoy,Great,2020-06-16 07:15:06,,False,5
135,Have long been a user of your services but am not approaching the Exit sign. Have tried to keep up with the technology but find it difficult to always understand the way words are used. A simple system for the over 80s would be appreciated as everyone/everything else is so good.,Mairjie,Money for matriarchs,2021-03-27 09:50:25,,False,3
136,Tells me to update the app then told that it is no longer suitable for my device. Was advised by BOS to remove app and reinstall. I did this and couldn't reinstall because of the app update. I am now without mobile banking and refusing to buy a new phone just for BOS. They more or less washed their hands of me when I went online for support. Very poor service from BOS. I have been with them for 40 years and seriously thinking of changing banks now.,garyfg3,App Update,2020-08-23 12:27:17,,False,1
137,"Brilliant app. easiest banking app I’ve ever used. Can keep an eye on my spending and bills. Also love how easy it is to pay people I know through the ""pay a contact"" section. Love the pending transactions buttons too and the new feature showing upcoming payments. 
5*",@lucyaquinn03,Brilliant app.,2019-06-27 06:55:43,,False,5
138,Not a huge amount to say about this. It works flawlessly and is easy to use and understand. My only gripe is that it appears that Touch ID does not seem to work on the iPad. However this is just a nuisance and not a problem.,Bizjet01,Very easy to use and reliable,2018-01-09 11:04:53,"{'id': 2259825, 'body': 'Thanks for the constructive feedback', 'modified': '2018-01-10T09:39:28Z'}",False,5
139,"After being advised to upgrade (within a current BOS App) to this version, I now find it practically unusable, even on my 11” iPad Pro. The size of the text on screen is very small and in a lighter colour. As a visually impaired customer I find this version of the App to be a backward step in terms of UX. I would be grateful if you can let me, and other visually impaired users, know if you plan to make any changes and/or updates in the near future that will address these serious issues.",R H King,Backward step...,2019-06-04 12:04:58,"{'id': 9054932, 'body': ""Hello! Thank you for highlighting these issues to us and we're sorry you're fniding the app practically unusable even on a large device. We are reading every single review and feeding your comments to the relevant teams. Ankit"", 'modified': '2019-06-07T08:57:10Z'}",False,1
140,"I have found this app incredibly easy to use. The functionality is excellent, it looks good and it works well. I am sure it is also very secure which is crucial. I would thoroughly recommend it.",Hstevens282,"Simple, easy banking",2022-01-21 13:13:49,,False,5
141,"Managed to transfer money to save myself an overdraft charge.. 
which is just as well, as I would have had to travel 50+ miles to a branch to make a deposit.",I dont belive it!!,Making it Easy,2021-07-01 07:15:33,,False,5
142,"I have used internet banking for some years
It is easy to use, I feel secure making transaction and I have up to date information re my accounts
Thankyou",Holly ush,Easy to use and so helpful,2020-10-28 14:51:25,,False,5
143,I’ve been with BOS for nearly 40 years. I have found them to be excellent in all respects displaying a robust and sensible approach to account management. The Customer Service is of a high standard with 24 hour availability providing a solution or answer ever time.  I have no intention of ever leaving them.,WoolfanCat,BOS,2019-08-16 14:42:26,,False,5
144,"Unable to view payments leaving current account within the next month, this currently shows as none are, even though there will be direct debits in the next week or so.",stewac19.44,Unable To View.,2018-11-14 22:43:09,,False,5
145,"I love the BOS app it’s very handy and efficient 
I just feel the latest update has made it far too small to use on your mobile although I have an iPhone 7+
Think you should revert back to the previous version",weeHarry,Latest update is too small,2018-05-15 12:30:50,"{'id': 3483265, 'body': ""Hi, thanks for the feedback. I'll pass on your comments to our feature teams to make them aware. Anthony."", 'modified': '2018-05-16T07:37:33Z'}",False,5
146,This app is very easy to use and there are many features that help in monitoring the money. I really like the monthly updates about how much money I have spent and where I have spent more than usual. Thanks,Rashaa G75,Easy to use,2021-04-09 21:23:43,,False,5
147,"I used this app with no problem on previous iPhone 6 and it works on iPad. But since changing phones it does not work. Message says App unavailable experiencing technical problems please try later. That had gone on for 3 days!
Not acceptable if you wish you operate your account on the move.",Chris green58,Useless on new IPhone 8,2017-11-06 09:01:24,"{'id': 1811466, 'body': 'Hi, thanks for getting in touch. If you still have your iPhone 6 available then login and follow Menu/Reset Mobile Banking. This will de-register your device off the iPhone 6 and you can then install the app on your new phone. Thanks for your feedback and apologies for any inconvenience. Anthony.', 'modified': '2017-11-21T14:08:45Z'}",False,4
148,"The programme logs out too quickly
A - l am over 65 and a bit slow when using the i-pad
B - if I am doing 2 things at once there is no time to complete the transactions
Otherwise it is a good app",MrsVeeGee,Slightly annoying,2020-07-29 09:34:59,,False,5
149,"Just moved from the Clydesdale Bank after 47 years. This is amazing, branch 2 minutes away and the banking website and app so up-to-date with my funds making sure I know exactly what I have available at all times, well done 👍👏 xx",hhonneyyy,Service,2019-12-05 17:01:45,,False,5
150,"What’s with the massive buttons on the design update. They’re awful. Please give me the option to get rid of them. Also, I don’t want to know more about covid, open banking, or cash back while I shop. Give us the option to remove these info panels from the app. I just want to see all my accounts, nothing else!",taylors.scot,Design Fail,2020-05-20 06:47:53,,False,3
151,"Since they gave me lovely loan for holiday when leaving uni, job secured. They have supported me in all the mad things ive done over nearly 20 years . Including keeping me safe from spam ect. Very important in these times.",JS_442,Long term customer,2020-10-22 16:12:31,,False,5
152,"It’s super handy - makes my life much easier. Love speaking time people face to face at the bank, but due to the pandemic this isn’t feasible, so this app has helped me enormously. Wish I could have a wee bit more information with certain transactions but that’s me being pernickety!!",Char31012,Life made easier,2021-03-22 12:57:08,,False,4
153,"I’ve tried to get in twice today now to make payments to three people but the service was unavailable.  I got in a few hours later on the third time of trying.  This is not the first time this has happened.  Wonderful, and easy when it’s working!",nickname fatique,Bank payments,2020-11-23 16:19:49,,False,3
154,"I’d love to give the app 5 stars but there are times when it gets irritating. The difference between memorable information and passwords, and user names and how they are to be used, can be a bit of a pain. Guess it’s all keeping me safe though!!",Shamalangadingdong,Hassle,2019-08-26 21:24:00,,False,5
155,The BOS app has really helped me manage my finances and keep up to date with my a/c. I use it everyday and have done so for several years. It has improved greatly over the years and now there is very little you can’t do online.,Flour03,All hours banking,2018-06-28 08:05:47,,False,5
156,"Only thing wrong with it, it doesn’t show up all accounts from the bank. I have to use the main computer to see them.... you should make those available if requested",Chocbutty,Account,2019-08-27 07:48:07,,False,5
157,"I called Bank of Scotland re forgetting my internet banking password and spoke to Joshua, after security checks he talked me through resetting my password. He was very patient and very helpful, I just wanted to thank him so much.",Liz the Dummy,Password reset,2021-09-16 14:13:04,,False,5
158,This new app is awful . Have spent ages trying to update from previous log in and found it absolutely frustrating. Have completed the update and now find the log in on my tablet laborious.  Now considering moving my accounts to a different bank after 15 years with BoS.,naeluck2,New app,2019-08-26 11:59:02,,False,4
159,I’d be lost without my internet banking seeing what you be to pay out keeps me on track and being able to send money to my family and friends,jfframe,Review,2021-05-28 14:58:55,,False,5
160,Even after an hour on the phone to an advisor I am still unable to access my account . I am at my wits end . Do I have to join another bank to see my account ?  M. Hamilton,megdott,Mobile banking,2020-04-07 13:36:00,,False,5
161,"Wonderful App, out of the many apps I’ve used since I purchased the I phone 3GS this is in the top 4
Bank of Scotland, Google maps, safari and Ebay. All wonderful in there own way. I was wondering if the developers could design an App for STV, they just don’t get it!",ZENNOW71,Magic,2018-03-07 15:48:12,"{'id': 2563133, 'body': 'Thanks for the feedback', 'modified': '2018-03-07T15:48:12Z'}",True,5
162,"Message, “You’ve been logged out.  Sorry we are having technical problems. This might be fixed by trying to login again now.  If not please try again later.  Go to login”. So you try and you get the same message.  You try again later. Repeat ad finitum.  Later when, today tomorrow, next year?  Can access through the old IPad app but that is no good when you are messaging the bank about it losing your deposit.",Grumtpy ofld sod,Complete frustration,2019-05-20 22:21:21,,False,1
163,Every time I use the app it crashes a few times on start up. Always takes 4 or 5 attempts to launch. And it’s not my device as I have just changed devices nd the same problem exists. Once it’s open it’s very good but the start up issues really need addressing,magiccat007,Keeps crashing,2019-04-02 07:29:11,,False,4
164,"This update has changed the wait the keyboard looks on ""memorable information"" and password screens. 
I now struggle to use it because there's no defined borders between the keyboard keys, making me input the wrong information over and over.  
Eventually I'll be locked out for good. The disability options on IPhone don't fix the problem either.",TomTallis2018,April/May 2018 update,2018-05-03 01:34:18,"{'id': 3353383, 'body': ""Thanks for the feedback, I'll pass on your comments to our teams so they can take a closer look. Apologies for any inconvenience. Anthony."", 'modified': '2018-05-04T08:15:27Z'}",False,3
165,great app simple easy and organised let’s you do so much stuff just from the app and combines with apple pay it’s so easy to have money on hand and have control of everything. also the fact that they’re always saying how to recognise fraudulent emails how to not get scammed how to this and that and whatever is helpful too even tho i don’t look at them it still makes me feel like it’s all secure. haven’t had a problem and have been using it for years now,Yikes :/,👍🏽,2021-07-02 11:20:32,,False,5
166,"Fast loading with frequent updates, Face ID, schedule bill payments, check balances, monitor savings accounts, transfer funds as required. All without visiting a branch. What more could one want?",qoolqat,Congrats HBOS on an excellent app.,2020-10-17 00:39:28,"{'id': 1811506, 'body': ""Glad you're enjoying the app and using plenty of the functionality available. Thanks, Anthony."", 'modified': '2020-10-17T00:39:28Z'}",True,5
167,App stopped working on Friday evening. Says there are technical problems but went in branch and staff refuse to acknowledge that it’s not working. Also on twitter too. Still not working. Have tried logging out. Deleting app. Then re installing. Still does not work.,kkkrssty,Poor,2019-03-13 07:26:10,"{'id': 7673977, 'body': 'Hi, thanks for getting in touch and apologies for any inconvenience. Can you try deleting the app and re-installing it to see if that resolves your problem. Please note you will need to re-enroll meaning you will need your password and memorable information to hand as well as access to a device which has a telephone number registered. Please let me know how you get on. Chloe', 'modified': '2019-03-13T07:26:10Z'}",True,5
168,I love this app.  It enables me to manage my finances without any stress and there is full security so I need never fear my account will be accessed inappropriately.  It is easy for an over 70 yr old to use and I feel completely supported on line.,EndonB,Ease and security,2021-06-25 09:09:25,,False,5
169,"Easy to use , provides every option required for effective management of a current account...",Johnythomson,Convenient and User Friendly,2020-10-08 16:50:38,,False,5
170,I find the Bank of Scotland Internet banking very user-friendly and a very smooth operating system. Should I need a telephone enquiry the Bank of Scotland is always friendly and efficient. A pleasure to deal with.,antoniospal,On line management.,2020-05-21 14:15:13,,False,5
171,"Hate the new way it shows funds available 
Have to keep working it out !!
Why change things to make it more difficult for the customer!!??",Bunty12023,Disappointed,2020-01-15 13:09:36,,False,5
172,"Great for people who don’t have the time to visit the bank to transfer money.
The app is great and very straightforward to use.👍
But please do not do away with my local bank as when I do visit they provide a one to one service that is second to none😊😊",Bridoe,Mr b,2018-12-22 23:42:30,,False,5
173,"I’ve been using this App for a few years now, it’s regularly updated with the latest security combined with common sense use, makes for comfortable online banking.",Jock Spurtal,Banking with ease.,2021-12-24 10:37:52,,False,5
174,"Okay this app is generally good. It allows me to transfer money to and from accounts, view my balance and check bills however, the design of the app it awful. It’s clogged up, covered in ‘use-more-of-our-services’ ads which is ridiculous and a waste of time especially when I already have the service that is being advertised! Which just adds to mess.",Wobble107,Does what it should but...,2017-12-24 12:50:51,,False,2
175,"Wow just paid my credit card, from my other banks banking app just by adding name of bank and one app talks to the other,  very cool, very easy, love it",bob new golfer,The new way your banking apps can link to pay,2021-07-07 16:19:44,,False,5
176,Very useful friendly and I am loving it . Now able to see the balance on the credit card and payment date which is very good. I love the improvement on the update,Awuse,Very good app,2020-09-24 05:36:34,,False,5
177,The functionality of the Bank of Scotland app has constantly improved over the years. The ability to freeze cards is very useful and it all works well. I would be lost without it.,j0hn88,Great App,2019-10-18 12:55:01,,False,5
178,The app is having issues depositing cheques. When you take a picture of the front and the back of the cheque. When you hit submit - the app logs you out and just states it’s having technical issues. It’s causing me real headache not being able to deposit a cheque during these times and when you call they don’t answer. I’ll be moving bank soon unless this can be fixed.,I.Am.The.Stig,Issues,2020-04-05 17:30:53,,False,1
179,"This new app works ok but is not designed to be viewed on a tablet.  This makes the text extremely small when trying to read messages.  
Please give me back the old app which had everything I needed right there on my screen.",Fergus' friend,Too small for tablet screen,2020-01-07 11:53:39,,False,4
180,"Living in a rural area the banking app is convenient and provides the means to complete most of our banking needs from bill payment to international money transfers.
It has become an essential banking service for us.",Mr Dougheid,Essential banking service.,2019-07-11 21:47:37,,False,5
181,"Most of the App I like but I don’t like the fact that you are logged out immediately after use. I often go between this and other banking Apps, which don’t log you out immediately.",sarahbabes;,Annoying,2018-06-17 14:02:27,,False,5
182,"Everything is just right  for my needs,,,  I feel my money is safe, and any advice I get  is well thought  out.
Good service at all times .
Keep up the good work
Thanks",Millburn Man,Mobile Banking,2021-06-18 06:58:01,,False,5
183,"It was a very nice experience in opening my new saving account with my on line Bank of Scotland app. It was very easy and simple way in opening the account.
Thanks Bank of Scotland",rico melb,Open new saving account,2020-09-21 11:38:56,,False,5
184,Very convenient being able to access your on line banking any time any where.  The App is easy & simple to use . No fuss and has everything you need to carry out your banking needs.,coastal haven,Easy to navigate round !!,2018-11-21 10:23:24,,False,5
185,I used to love the BOS app but not so much these days. Every time you log in it then kicks you back out to log in again normally 4 or 5 times before it stays stable enough to actually look at your accounts. I am presuming it has some issue with the front screen that keeps kicking you back out as the adverts for unexpected calls flickers as it shuts you back out!! You really need to sort it BOS it’s becoming an absolute joke,delmacuk,Used to be great now not so much,2019-04-30 07:42:19,,False,1
