,Unnamed: 0,reviewId,Bank ,userName,userImage,review,score,createdat,Positive,Negative,Neutral,Compound,Sentiment
479,479,gp:AOqpTOGHHX1cLrCkhob-GIfuSatw-k2aFqbjX_pXm5sqGqrDp9u3vck3D_oIMjTzeWB0rDuD-KZpW2A4RuYTcg,Barclays,Family Merz,https://play-lh.googleusercontent.com/a/AATXAJyG7gSR5flJr2uQ2_mTZlmIC13xHKGV-X0WLcKv=mo,rubbish app live abroad putting current mobile number creat account online banking app possible,1,06/02/2022 20:14,0.091,0,0.909,0.0772,Positive
480,480,gp:AOqpTOGegBr85xcnjCqpNMjO2a9IOikYBNTZ-IBWWnpDUSeveOPBO2jTU4eYVsk3n4kzfh8-qwXG2bTOZPAkug,Barclays,Pete Kelly,https://play-lh.googleusercontent.com/a/AATXAJwqFxakeSWW6R1W9qcLfTLtIJD3iqbpd-OjHfvt=mo,slick easy use never problem since installing 5 star round,5,06/02/2022 20:07,0.424,0,0.576,0.6319,Positive
481,481,gp:AOqpTOE4NaMU86_y88f2g2YlvWX231XbOVkzqV4Ieukm2Wq2cSUeEPgKCjPLI4lTkDVDWHVkTvwhxSLtbwGd2w,Barclays,Joseph Nii Armah Tetteh,https://play-lh.googleusercontent.com/a/AATXAJxSWX7KEuwqMBZuV4uh2XzEmVL7EGG0GZAI6T_M=mo,surprise appbecause device cannot create passcodeformally like new software affecting device like mine need purchase new devicethe app couldnt registered mebecause new softwareunless get new phone correspond new software,2,06/02/2022 19:57,0.063,0.182,0.755,-0.4468,Negative
482,482,gp:AOqpTOGAVzkTvugiMI0LZNm_jhGe0_ehvo9CWKx3Y63R-avIHDBolzVvG6-qjNDXUMOws2ushj2KiJ1MzzftBw,Barclays,Heather Walker,https://play-lh.googleusercontent.com/a/AATXAJx9hILcJcUz36uXweKtaIGC3c8HwPzFfiVZmdIr=mo,never let staff helpful,5,06/02/2022 19:35,0,0.437,0.563,-0.3252,Negative
483,483,gp:AOqpTOFqmOI1RE2UufPYTrTJG3Rb7jCFHZwyeyg4yNT_cS_LU7LfSieyp_W39tiYbTXoxyOO5GD9CFGNJgv_8w,Barclays,michael colman-lyons,https://play-lh.googleusercontent.com/a/AATXAJzz4o2pmN3MXROtYHlqEynU0Y_Yzz8hQx5Qordr=mo,clear easy use,5,06/02/2022 19:11,0.846,0,0.154,0.6705,Positive
484,484,gp:AOqpTOEtBwjzbhAr3W4nZKGk5Rjng773LjgKL3RXOCEZ02uS-mXN6aNYkrs5xdnj81A2GM26x794zDd-coLrpw,Barclays,Donna Steadman,https://play-lh.googleusercontent.com/a/AATXAJzw0G13-VYGafoI8Kh1pdKrK412_ZZW5Qo6T4NK=mo,quick easy use,5,06/02/2022 19:00,0.592,0,0.408,0.4404,Positive
485,485,gp:AOqpTOEUKUmSEgv2PpvTMTkDuG3VBJFLD8V8xCG0WNG9-IP8l0rIJjhbt-l9lkgkkg8mm3UYbD7lRn9XMD-dBw,Barclays,Tina Martin,https://play-lh.googleusercontent.com/a/AATXAJwMrMBp-VbVkR42-9nIxqHiX4aQJkNFRYHOeunL=mo,get thing done quickly easily well done barclays,5,06/02/2022 18:13,0.429,0,0.571,0.5423,Positive
486,486,gp:AOqpTOH5yoAzLZdy1xsgltXIt0De_nqrsexAgv1z-_JH1mdQpE1ARJvYch4bWInm8av-p9zwky0TbbW1T6zLWw,Barclays,Abubakr Hussain,https://play-lh.googleusercontent.com/a-/AOh14GgLQEJ30SJlrRZS-YsYTb1eW3TsUm0Z2ZmDMy85,barclays best top ever,5,06/02/2022 18:05,0.75,0,0.25,0.7184,Positive
487,487,gp:AOqpTOE1JKIKyY-U2WxXV_sNx1J7IU7lRg-8UD2HGlrgCzufN8bTRv3iqD_Z1bqHm-V5V2m7KV9BDGxOnMlRmw,Barclays,Mantas Jonutis,https://play-lh.googleusercontent.com/a/AATXAJy3f_kMwiULi-yjxXAcjkvGF1m-dmXBInv1XXUT=mo,easy use,5,06/02/2022 17:46,0.744,0,0.256,0.4404,Positive
488,488,gp:AOqpTOH7CM2ARtV0dgEQlr2IEYEPznutQW2Je_pt8KG-ZCPbFnsVHn9D-sQbBanFevVcO46XxSa4MGPPVFMpYw,Barclays,Shirley Mcgauty,https://play-lh.googleusercontent.com/a/AATXAJzxE-3UO_K2pg6DicO7UocKXLbl8cfU-IpQFTc=mo,easy use helpfull,5,06/02/2022 17:34,0.592,0,0.408,0.4404,Positive
489,489,gp:AOqpTOHtPYcjMWZ2BtGQhRf6okJcGbotqSn3BC1ROgllfyZrnXUdIUuoKoamm1T8xv4ixf_-egUZr1TIHdTFhQ,Barclays,Martin Stewart,https://play-lh.googleusercontent.com/a/AATXAJwVL3bu5vntPoEk4tY1cznD6dej5Nx9QZLEIPey=mo,flawless app easy use,5,06/02/2022 17:10,0.756,0,0.244,0.7351,Positive
490,490,gp:AOqpTOGou8zdeTdW6DSRYtBaCi1rv6UaB2mtGgmjRBKykTOUxT5yPMg5yYKGx1QABlf_igc6cYRVdjAF7NKsVQ,Barclays,ChoppyFN,https://play-lh.googleusercontent.com/a-/AOh14Gj8WgFsq183vBnPc4_uSFvTRDCCP_NtPID4o2gx,say 00002 im trying create password ive done everything say ive used 3 different wi fi network still dosent budge,1,06/02/2022 16:54,0.104,0,0.896,0.2732,Positive
491,491,gp:AOqpTOFYpZkrWCVYLdiMwEYshNduE0uNDD4P9VDJ5D45934cBhFYh3CzncHEzCu-hO5BQVkVFaSBgR-064bpyg,Barclays,A.R.T,https://play-lh.googleusercontent.com/a-/AOh14GjhY82xxlqlOTVhL40bnbbHfGsE_7aVlyGe1Rxhqg,awesome,5,06/02/2022 16:31,1,0,0,0.6249,Positive
492,492,gp:AOqpTOGlbfNPd8HzKoGPletdt8hsgptb4O8Y6IQxYoTLv8xq7LsnqkavCF9vx58Zua-YfZmmbRR39K7VNK42IA,Barclays,Saghar Masomi,https://play-lh.googleusercontent.com/a/AATXAJxsOfAIuuV_OhJMJ7KnI0eZ-ZPT9nJgVLaK_Qbw=mo,bank barclays online banking best,5,06/02/2022 15:23,0.512,0,0.488,0.6369,Positive
493,493,gp:AOqpTOEPeXkWuaoDBxummCWAMJBAYfnUW1S-YCYMmsRT_aXzDG8vzCJz5VTr_H1j9O65S6BdBWlBzdfqaP4RRg,Barclays,Paul Challinor,https://play-lh.googleusercontent.com/a/AATXAJyZ2eJDyeBR8OktiIz8rs-lGec7UPv5tRRtIrdR=mo,easy convenient way manage money,5,06/02/2022 14:59,0.42,0,0.58,0.4404,Positive
494,494,gp:AOqpTOGAk0-OXq13q6ugzHb-0BpzZzjfYaZXhl1Ll320zqfQoqlUdpIeIdF3WeTwz4jsk3Jnbs3ZY_PNQh-KBw,Barclays,Ross Fullarton,https://play-lh.googleusercontent.com/a-/AOh14Ggb7nHnzFQQsvYqzp_WXLVoR7-WWdPFY6WOkkt2,stopped working following updating yesterday uninstalledreinstalled issue please fix using s6,5,06/02/2022 14:51,0.174,0.144,0.682,0.1027,Positive
495,495,gp:AOqpTOGrw0ih1b0VerHap1PIwVapo_cOf6FXwgdmcgNLhVwNjP3abIZQf4vchBjMXgr2mLF2qqJ7LCp0gsYCaQ,Barclays,Abdul Malik,https://play-lh.googleusercontent.com/a-/AOh14Gj_KGbdBHqcDNxCMXpo6My-_tkfNuAfA_alnba9Qg,easy operate,5,06/02/2022 14:43,0.744,0,0.256,0.4404,Positive
496,496,gp:AOqpTOG1XEuqgo-pAlc0pneFtG4Y5zz0QWEviUpiBtum67QK2f_ob0X_348xAfl_Gshj_6eazFTE2dLDYef9Tg,Barclays,Geoff Sturtivant,https://play-lh.googleusercontent.com/a/AATXAJy7KIn88PgJZoWG2SFvmp3qTi1eMKrQQWKghRGT=mo,work well,5,06/02/2022 14:32,0.677,0,0.323,0.2732,Positive
497,497,gp:AOqpTOG0eJAp_5zKdGcGmzGBgox9XNiwrKn6mw64Z_G7LMjqGI_VfhNpIzHaiZe37bgCHgp2nE7SWsTwv48Ktg,Barclays,oluwaseun florence,https://play-lh.googleusercontent.com/a/AATXAJyNsTY84D7rdeDiTErEz1DxgshPu3_z2ZrVIeSm=mo,good,4,06/02/2022 13:49,1,0,0,0.4404,Positive
498,498,gp:AOqpTOFduq4XvaOIVs7DYdF0Y7hoOUF0CLHCT_jApxNe99qPnB-HdqK3OMniX4I5K-5O2ixYYMK755LqfkD7zw,Barclays,Dave Leutscher,https://play-lh.googleusercontent.com/a/AATXAJyY5SStU7I0xHYcQeeFd4RX5ina7HJukDS1gvX6=mo,work well,4,06/02/2022 13:27,0.677,0,0.323,0.2732,Positive
499,499,gp:AOqpTOGvNduu2pZGy7pY3X9ImvkUOQmInWo59BWqhlw-lDUSaY9OLwB7C9ZFnyj49CLVxGA7M-W7-JgigVoghQ,Barclays,deborah reynolds,https://play-lh.googleusercontent.com/a/AATXAJx-1r1BSf1MPOw2ZH6bZDzSKrOok2TOrMLeo8M-=mo,easy,5,06/02/2022 13:25,1,0,0,0.4404,Positive
500,500,gp:AOqpTOG15dfbwNi9NecQaR2mnaBqB5_-e8yL0l1XClX8OzMb4rwuZmEE3-Z7sexKRJA_WuF8Yp788kzYtb0dnQ,Barclays,Pandora Sydes,https://play-lh.googleusercontent.com/a-/AOh14Gi_TjGRPfiudSOXTQ4smoeQWVaOdRZnIuAKzMRq,always mobile banking greatful encouraged member barclays team get board make life much easier,5,06/02/2022 13:25,0.306,0,0.694,0.6486,Positive
501,501,gp:AOqpTOFltCC7FGplTgg__gs98WmQoGlvIUl86Wd7lfa4d2BTTaWPOxsMTVlZPzSKaM15PNYU9QZ-QSi-55oyOA,Barclays,Susan ameysue@hotmail.com,https://play-lh.googleusercontent.com/a/AATXAJzm0xvV_LxbwdFGgwvC-iiwcvqfznsZgbOYJIV-=mo,easy useim tec youngest still managed get want done ok,5,06/02/2022 13:20,0.478,0,0.522,0.6597,Positive
502,502,gp:AOqpTOGEJ7OkTzqP2TBNPxvp1gEjATR4DaUlgCZIYUm7uc3k9An3FHYSQ_Pz-O41PpMJZt4aR0mvadwSuFCYZw,Barclays,Kyki Nicholls,https://play-lh.googleusercontent.com/a/AATXAJx8tMfyu9kxHMcYLr0MVzJuqd_OfNYabkr--dX-=mo,depends want online experience today simple went well,4,06/02/2022 13:01,0.362,0,0.638,0.34,Positive
503,503,gp:AOqpTOH8H6UoWueO_IF8XibbyU45xRXF--gThvlH__5WO21aeI3dmmGW6b7uWhMYtkOPgHDaNJ5H9DccHPBR7g,Barclays,Amy Leach,https://play-lh.googleusercontent.com/a/AATXAJxxPazVZCfwIICY-lY-MOd3wmQEzuoUcdDyUGGA=mo,love app easy set use never problem contains lot info,5,06/02/2022 12:58,0.572,0,0.428,0.854,Positive
504,504,gp:AOqpTOE8gnV1K-UeA_jIfn8s_FeKUv-gXEQm3mSklC5muM4K17Pg6AN_1GIpODYe4jNF4RcohulHLV7P4kEPsA,Barclays,kenneth ireland,https://play-lh.googleusercontent.com/a/AATXAJx96bDARNXhLaw5WKZMWq49BPwG3hVQgUNvcJNq=mo,simple straightforwardvery gpod,5,06/02/2022 12:56,0,0,1,0,Neutral
505,505,gp:AOqpTOHNJlh5LnW0dlZWMF3KNEJob_RH4HYwwt23sGaxn_XaehlhfYRtFWdI4YkggggmGU1JO7MsLTNRcXj-Bg,Barclays,Chris Parker,https://play-lh.googleusercontent.com/a/AATXAJy3tt7_goAUt_Bohkqab7XCN9qaMbHw-jP8ZCiO=mo,working,5,06/02/2022 11:36,0,0,1,0,Neutral
506,506,gp:AOqpTOFAXsP0eXrUBC8SUe6QJ8xOhvqUlX8nH5UEMM7GKzl5AbSkDp3x5L-J8wTnKXWq1AzjE8Iflnu_72n19Q,Barclays,Swear Box,https://play-lh.googleusercontent.com/a-/AOh14GhyyXvcrR53Fq9sXuuPvKY35hXabThBhTCJM29c,app need updating keep throwing im trying manage account,1,06/02/2022 11:19,0,0,1,0,Neutral
507,507,gp:AOqpTOEe8zbdABDGAWFr3NNiYD-5_HKxoE6QIIxtS8kDs3q0d6Hq2j0dxSTecLwD2UfHgfvmVMH3QM-mFfNHAg,Barclays,M Umar,https://play-lh.googleusercontent.com/a/AATXAJwtGeSLiLdo_-GtOopNZ8h1m0-rlzI1Pbxh1QAB=mo,simple use reliable,5,06/02/2022 10:54,0,0,1,0,Neutral
508,508,gp:AOqpTOE_NyOKdZaaoCfumF6ig2uYhY-gwqrzQqYKbHnYaxCGgVao3Vi_fcWry-BlBmgiidLNJnnbEkHo7A9Nzg,Barclays,Dave Dawson,https://play-lh.googleusercontent.com/a/AATXAJwYcMny6MVIYHZAHxtktj3xg4l9JXwalC3ZrcJQ=mo,excellent service,5,06/02/2022 10:28,0.787,0,0.213,0.5719,Positive
509,509,gp:AOqpTOGq8t4aubNudPTmDZLMG6tLWhRjUAY2GbER-5gi8E6h8H4oBCgR2YlB0CZ9gHITxpuc5RrmWaa2y9Lqyg,Barclays,Ghayur Ahmad BUTT,https://play-lh.googleusercontent.com/a/AATXAJxC178Cr3pj9U8DI7uTeNfK3yr-rkKE1LsqDnmO=mo,banking fast lane second none still without fault 100 happy thank making life easy,5,06/02/2022 10:02,0.266,0.242,0.492,0.1207,Positive
510,510,gp:AOqpTOHM_WLwL1o8DKlgbw5XMwgXV8zWX1Oor7BBJv3XrxaggWr77sIbAEdHDhv8kWAjMgJmcZsxt3XFfaqJxA,Barclays,jason dee,https://play-lh.googleusercontent.com/a/AATXAJxLiu6f-vdjCEELxECmYmXflE7JYMxQL21rPf0=mo,easy use,5,06/02/2022 09:58,0.744,0,0.256,0.4404,Positive
511,511,gp:AOqpTOHaSFPWT_X42hUYsr6Vu8OhbTkljic67W87_zaskpWSQm8YidCXiGIj4JQGArux-Y5xGx5H7J4BRec3cw,Barclays,Lee Jenkinson,https://play-lh.googleusercontent.com/a/AATXAJyIfhZy9fDjM3DG5i043UQoTUpyaFNHsOojWY7P=mo,great app love,5,06/02/2022 09:51,0.892,0,0.108,0.8519,Positive
512,512,gp:AOqpTOHn0jvh6ySDT4Yk84bYFq3KeFqLrK1ezmAvp0JrGsTGGvEsDe1Cmr9SPNqldpIek0OR_yzeCdahbcAYNA,Barclays,LJ E,https://play-lh.googleusercontent.com/a-/AOh14Gg71qbxxSoYPXth4Xas80auHIVixeGBzl0Q9Kp5Bw,brilliant app,5,06/02/2022 09:50,0.792,0,0.208,0.5859,Positive
513,513,gp:AOqpTOF18zBZO9NAijorgUgIIwCWusva3FQMpEwSWQPUTQsb5dW7vwI_VyenTqIPvOFXr4AjmJu0oeEg62e28g,Barclays,Margaret Wood,https://play-lh.googleusercontent.com/a-/AOh14GjrFFHVf7I9_XKKt0BugSBiMw5j5QaqCfDcvusjJQ,great appgreat keep eye bank,5,06/02/2022 09:11,0.506,0,0.494,0.6249,Positive
514,514,gp:AOqpTOEWCNXUU5GRhTNu_yEmSAMuheTLHCqLzSfNO_DO6p_w1hZTAvs0BQoR7Ttnc7uYVP10WW9l_yoY7WazwQ,Barclays,Simon Lindley,https://play-lh.googleusercontent.com/a/AATXAJwY8WfTh-omDyKRqbitBciPW8kAVTa6CtXUVmGs=mo,ongoing greatly appreciated support thank,5,06/02/2022 08:57,0.824,0,0.176,0.8532,Positive
515,515,gp:AOqpTOEEdBfbKMhtPGIyi7MhiNWyO2KLA7kMs5p7tX0ZmL4GCTCoH889j2uY-EOA_QfjXp8CpAt-aglHPqauZw,Barclays,l31n,https://play-lh.googleusercontent.com/a/AATXAJzPXX2kiBXMwRj1xt9wAdB7LfvcoVfVFFsmWqf4=mo,updated pin doesnt work,1,06/02/2022 08:53,0,0,1,0,Neutral
516,516,gp:AOqpTOGW1RDBL6mXQixzwlIelGvLIetfaQkL2WqkH5Uivatfgbh0L8LsTihQ3_WG4dWlLhenIUpAYXb64HIbTw,Barclays,Kirsty Forsyth,https://play-lh.googleusercontent.com/a/AATXAJz8bvdAXDS7q06UEH-s0Rij8LhinfB0lUoUWCdc=mo,great,5,06/02/2022 08:45,1,0,0,0.6249,Positive
517,517,gp:AOqpTOG2BiqC_IXVoFj-HU1LSCFEaAQ2ptStIP_bgtggHHIcS6kkkEBWwF81Jc8LQwiX-4BJV0TXTQ6Ds4O04w,Barclays,Owuraku Doffour,https://play-lh.googleusercontent.com/a/AATXAJwJ4NkASMjLDrCAYTilp2Dj6w_WjhlEZ21zmVWXmg=mo,im enjoying,5,06/02/2022 08:27,0.773,0,0.227,0.5267,Positive
518,518,gp:AOqpTOGBe0RLqBEmLKaj47o08tHPv1tMRTV21g6cs15nxeVnotjvvuMH54AS6ojFEQ6R10YG4BKxup8J0UMY7Q,Barclays,Joe,https://play-lh.googleusercontent.com/a-/AOh14GjPAbYylshPlTKCK1rzlXoqnEec1tSAwykPjzxXiw,reluctant user preferable queue rain still comfortable risk wouldnt use without barclays security effort,5,06/02/2022 08:18,0.17,0.316,0.515,-0.211,Negative
519,519,gp:AOqpTOEw0s9T8j6TPYaDtwYsuj10m0dBDS0LK1x-GB_q25cWqBkV0-BGY-17fwgX6S0nkDbNTwcCaropGyayVw,Barclays,Andrew McCall,https://play-lh.googleusercontent.com/a/AATXAJyrqymaERGlUab6J_okGE9Td1Tsutb-YYBZeXvh=mo,easy use everything need,5,06/02/2022 07:51,0.492,0,0.508,0.4404,Positive
520,520,gp:AOqpTOH1LveEzM93kyG0Fv7PrpgnrRTYplDiEz4qRniE8kxQFt9n6dzlNfQ0NHo6Q_8ClCDaw9XIofuFwwYgXg,Barclays,T,https://play-lh.googleusercontent.com/a/AATXAJxi08Dt4jtu4KTcBZahZ9-NlkxHwTMB36bJg0RG=mo,useful app easy use,5,06/02/2022 07:36,0.744,0,0.256,0.7003,Positive
521,521,gp:AOqpTOFxU6M0U2AMNpQT6YWhgggoF7tljZBl3Qe2EIkCSKWwY_LDAEvJGZdd2CXqZxRvQjSZEv0g1gcrX4yXlA,Barclays,Antony Dent,https://play-lh.googleusercontent.com/a-/AOh14GixhOrU2sZzh0WSkbylQazFIH85USnZ_c-1luGi9Q,great,5,06/02/2022 07:26,1,0,0,0.6249,Positive
522,522,gp:AOqpTOHL9UXxMDeT9s5jnBPZYDmGB53sS6syfjglTJcXAGnt0lD2awl8HJ3PANO27iEwmBrYRcHTdmzvhMDzxQ,Barclays,STP StopThatPest Lld,https://play-lh.googleusercontent.com/a-/AOh14GhrtHoLjD0NJ7ULNEKGAJXgJE5ogWhepM1f-KmlAcU,app evolved expected hood user friendly standard would usefulto able screen shot transaction optionto blur transaction unrelated person sharing screenshot would quickly assist solving payment issue also support evolving ssip company deonstrating growth phoning offering support financial institution seen disloyal touch nice people run nice business always finish 1st,5,06/02/2022 05:51,0.349,0,0.651,0.9638,Positive
523,523,gp:AOqpTOEcZ3hC8jl3JjPYrql_FHKiNoSITWjaNMbuodV1IYbZsRdq4g1isyPiSXXpH-xziTe9GyeDk1BEsNmj5w,Barclays,Matt,https://play-lh.googleusercontent.com/a/AATXAJxPlnn8yB3JxMjKRNHzKfwN2QrMnpNYFeuXypfo=mo,intuitive simple easy use app switched barclays year ago never looked back used banking apps found better one everyday use far,5,06/02/2022 03:22,0.234,0,0.766,0.7003,Positive
524,524,gp:AOqpTOHKvVdnC8w2Dg0ZVbDPErYanSlCXR-J0SOraQmZ-KWA9KR_kXvKxrdUnJbllZB2xLr_XWnaNRPpJuVEog,Barclays,Force Ofthefuture,https://play-lh.googleusercontent.com/a-/AOh14GjZchUX-YhwRR4JK4vT0BbIDc4D5tIG4RJBDYcp,clunky slow confusing banking app barebones functionality ux seriously abysmal hunt basic stuff spending tab useless setting place page barclay product go yet use barclays offer google pay support mobile pay stop working every update usually im till line behind hey got silly video background hire proper ux designer please,1,06/02/2022 03:09,0.104,0.195,0.701,-0.5106,Negative
525,525,gp:AOqpTOFgayPa5KMLY-5AHDZ3w8FLIRkYt2oCOqv-0S2pFxEfLwD0g_DKDJ-QDTxAW86hpMA0VFqFnmgvuTfYrw,Barclays,Ayeni Adeola Henry,https://play-lh.googleusercontent.com/a-/AOh14GjVHyNEQEEc9FuQw_Ree3veok63-DFUyuEwvYb5zQ,awesome,5,06/02/2022 01:28,1,0,0,0.6249,Positive
526,526,gp:AOqpTOEcIrOu8BnPy2mu5Blap9mohWLfJy-uIMqWgGBurbjKUZeqVI-XuLeF4MfQlK7IMWzH7n_EqLRG9FRRHg,Barclays,Mike Shaw,https://play-lh.googleusercontent.com/a/AATXAJyuXyHqcc3LZltyykvNQml4HWtDb9-53qk1VJrv=mo,awesome app one money barclays easy use,5,06/02/2022 00:37,0.583,0,0.417,0.7906,Positive
527,527,gp:AOqpTOE555ynNHlQho7xc8vDaCGAlg3CvnvFb6I4qsc6kHAp48dwTYDAtkTlwryPsNSJ67pjgtaoRJkSyu8AFQ,Barclays,JuLi Dr7,https://play-lh.googleusercontent.com/a/AATXAJwymUioTmFV3zXG9hLEgT4EZ8BJJ_zwVyIOPGNe=mo,unable use nonuk mobile number app therefore cant message help online chat available getting quite difficult contact barclays outside uk,2,06/02/2022 00:33,0.056,0.216,0.728,-0.5791,Negative
528,528,gp:AOqpTOEYN8jYf7E2ephm730_uEv67qgeI8qM4BBJ3Clfe9aBRinlwDlxetmHFlKLRvsZStETxycq8RN6qIJLWw,Barclays,Oluwatoyin Aliyu,https://play-lh.googleusercontent.com/a/AATXAJxRAvjdLoZFy-0lTeRYoi6I39IhGZG24kAp6fzM=mo,lovely easy use time wasting,5,05/02/2022 23:19,0.588,0.237,0.175,0.6124,Positive
529,529,gp:AOqpTOF8ITqWAs_7BJnyaxZxCCwuz3PHWFvY78xKN9AvdCz9UkeqQN_Uc6vD6bD8dvStCueEhtBPkHILdzDkTA,Barclays,Chris Renwick,https://play-lh.googleusercontent.com/a/AATXAJzvq9v8RdVjt7NZ2ojv6YxlBHeW3edVdpv6MLhq=mo,great banking app,5,05/02/2022 23:15,0.672,0,0.328,0.6249,Positive
530,530,gp:AOqpTOENmqk5597CEXtKvdkDdwfNTdkI0RRG872C3PChiO93t4zzPyNNrg75QU-btbT_mRR-ihwZUdHsucZxBw,Barclays,Frantisek Babinsky,https://play-lh.googleusercontent.com/a-/AOh14GiKFTpPPDISyR_t6OCVvEZ8RAcBJR61RThic6tdMw,ok,5,05/02/2022 22:24,1,0,0,0.296,Positive
531,531,gp:AOqpTOEmZfAlVJq50vE2bTbF3nuCyL2ls51tzL_-PpAzn6GqyKCveIuB9pYP-g0DhDvF1_Ty9MAt7wrqrUG5dw,Barclays,Susan Baker,https://play-lh.googleusercontent.com/a/AATXAJwePd0VtecNzyURASR-1hpShBf-FxU6qyjQQl2b=mo,reset phone trying download barclays app keep getting t0016 error message cleared cache still joy locked online banking pc cant make payment anyone see account problem ive reset update problem solved use online banking laptop pin sentry reader sent thanks help,5,05/02/2022 22:03,0.239,0.15,0.611,0.5859,Positive
532,532,gp:AOqpTOF46TIcgkjxcajyKHaKZZSqvoU_sBf-fUM2PWYw0IUwIWunWhBf7zK8vCMmQTpWcRWAMortx7bXQwOn5g,Barclays,Ayesha El-iassay,https://play-lh.googleusercontent.com/a/AATXAJwWp6EqtrOO9AjiHIsYhMh9cjuPRdM97crLO_kq=mo,easy use,5,05/02/2022 21:22,0.744,0,0.256,0.4404,Positive
533,533,gp:AOqpTOGiLs0Fver0HJvneHy6QgUO7gXOJV3lISwepdLhsFMOS8khzfEEE5yPKTNKIopvmDu7MzBpRHjsafV8FQ,Barclays,Tom Barrett,https://play-lh.googleusercontent.com/a-/AOh14GiRzKySYosEBdJURu-V315Oc-8ez7YhM7PbKM0v7Q,excellent app top notch,5,05/02/2022 19:05,0.733,0,0.267,0.6705,Positive
534,534,gp:AOqpTOH-YA-NW0POm3XyqxGRwdmFQr9OT_6q28z_AyGD0k0xKGO67LEZ5-h8MkwJvy17Nn5yG8Agf5RWZynB-g,Barclays,Jenny Taggart,https://play-lh.googleusercontent.com/a/AATXAJwx6zooSY-7_TA2DbdLLnu3HbhAX4SpkrptxwM-=mo,easy app use think theyve thought everything,5,05/02/2022 18:53,0.326,0,0.674,0.4404,Positive
535,535,gp:AOqpTOEDXQA5tneVR_zFUQl3sUPYzQ5qGqj7BM9Tm1_LT_NmBi9g2EJzhwhxBjEnFRykfFA9AfYP_ItoZSD72w,Barclays,Paul & Angelita Ogle,https://play-lh.googleusercontent.com/a-/AOh14GgoENUNbaD6xMkB_T22HhUCj_V8W6ABnUOIOkNAdQ,please make app available use u old app mobile phone cant access account since upgraded app cant difficult teccie boy come app work state wont back england till june,5,05/02/2022 18:52,0.145,0,0.855,0.5283,Positive
536,536,gp:AOqpTOF2dWUX2PB8Kd3BJXSd9sMg1JyAZp6lIHcLOV_9uFGURGivD2qBOiEdVWMEHgKctQvdoDi5DqBF835i9g,Barclays,Kristi Gjoni,https://play-lh.googleusercontent.com/a-/AOh14GjQtAoUb7w79H3smEJbM6JlTsGg2moDR7he1Km-Ng,nice,5,05/02/2022 18:40,1,0,0,0.4215,Positive
537,537,gp:AOqpTOG0OAqjE2xtNM5elBE3ivbYpSILSLvHHNQUGKguLJx9-Q5uMlwpIZFNcUoelXW7dA7P1jjKR7GBt_fnZA,Barclays,Patricia McGuckan,https://play-lh.googleusercontent.com/a/AATXAJwoXK4-FVk32t9d_25ZsFH1Xi90dniOC1Y-1tMc=mo,love able banking online longer live close enough branch practically anything via app thankyou barclays,5,05/02/2022 18:37,0.231,0,0.769,0.6369,Positive
538,538,gp:AOqpTOHCNW9to2nLF-LXG5h821QJtZfBYKNmkNCKfNoGb2T7pHC6jJnHZBeAj9I_1U3ikWLzr7S2ouJ_-PV16A,Barclays,Poon Poon,https://play-lh.googleusercontent.com/a-/AOh14GizivF_pzxJcnxPmyAfW8zo4kHaKcJG52cjWfmZAQ,may confirm barclays international banking barclays uk bank sharing app barclays international account would like apply another barclays uk account however could find could open uk account app,5,05/02/2022 18:17,0.169,0,0.831,0.6486,Positive
539,539,gp:AOqpTOGxXcNNnv4Fo9HJVdBwBj2XSxwrSYQJ5509MHq2Is9pu65il0Da-8RFzLiTF9q73WNdEx_pQvFGBqenUw,Barclays,Ahmed Ali,https://play-lh.googleusercontent.com/a-/AOh14GiZHDxhLQhP9ltG2hdqRR0Mf47GaY-DxE-rPnnB,absolutely pain neck mind want work,1,05/02/2022 18:03,0.146,0.404,0.45,-0.5095,Negative
540,540,gp:AOqpTOEro_VCmuM78Ar0q75WYQX_MyMkk7Fnla3GxcknjEjtCWx2-eQtkA0qmSRYf7giwlKJamthaVD6fHl39w,Barclays,Andrew Titheridge,https://play-lh.googleusercontent.com/a/AATXAJx7riKw5afiHOk3zWHCbSq9szqo1j4Mk-I04quQ=mo,good,5,05/02/2022 17:02,1,0,0,0.4404,Positive
541,541,gp:AOqpTOFGzsOJrlmCsziF3k_PNZKJxsDzzTznzWNjA0tYT4EOMTRANurdbZNACql_RZ3SO36Xg4FWlfhYS-Ss6Q,Barclays,Anthony Antoniou,https://play-lh.googleusercontent.com/a/AATXAJyPTOy6f8-ZPq65XMYoZEtakHNKgxk-W7elWJyX=mo,easy use exceptionally convenient,5,05/02/2022 16:43,0.492,0,0.508,0.4404,Positive
542,542,gp:AOqpTOEMcqpRj7j5BYYL9if2fwlp3ajLbAB2MTdnnpj1INykZ-nVwvjTsX9vTgo7G1cbBjXPdgnBUEiq-t8n6A,Barclays,linda baker,https://play-lh.googleusercontent.com/a/AATXAJytjgJOGEAywJeG6mYVvbI3fmj42Y1ILEZ3cUaj=mo,always efficient,5,05/02/2022 16:41,0.737,0,0.263,0.4215,Positive
